"path","name","description"
"H.49.3","Annen landtransport med passasjerer","### Shortname: Annen landtransp. med passasjerer

### Notes:
Inkluderer: Omfatter all landtransport av passasjerer unntatt jernbanetransport. Imidlertid er jernbanetransport som er et ledd i transportsystemet i by- og forstadsområde medregnet"
"H.49.3.1","Transport med rutebil og sporvei i by- og forstadsområde","### Shortname: Rutebil/sporvei i by-/forstadsomr.

### Notes:
Inkluderer: Omfatter landtransport av passasjerer i by- og forstadsområde f.eks. med buss, sporvogn, T-bane mv. Transporten foregår etter oppsatte ruter Inkluderer også: Omfatter også flytog og drift av taubaner som et ledd i transittsystemet i by- og forstadsområde Ekskluderer: Passasjertransport med jernbane (fjerntrafikk) grupperes under: 49.10 Passasjertransport med jernbane"
"H.49.3.1.1","Rutebiltransport i by- og forstadsområde","### Shortname: Rutebiltransp. by-/forstadsområde

### Notes:
Inkluderer: Omfatter busstrafikk i by- og forstadsområder etter oppsatte ruter"
"H.49.3.1.2","Transport med sporveis- og forstadsbane","### Shortname: Transp. sporveis-/forstadsbane

### Notes:
Inkluderer også: Omfatter også flytog og drift av taubaner som et ledd i transittsystemet i by- og forstadsområde"
"H.49.3.2","Drosjebiltransport","### Shortname: Drosjebiltransport

### Notes:
Inkluderer også: Omfatter også annen utleie av privatbiler med sjåfør"
"H.49.3.2.0","Drosjebiltransport","### Shortname: Drosjebiltransport

### Notes:
Inkluderer også: Omfatter også annen utleie av privatbiler med sjåfør"
"H.49.3.9","Landtransport med passasjerer ikke nevnt annet sted","### Shortname: Landtr. med passasjerer el.

### Notes:
Inkluderer: Omfatter rutebilforbindelser etter oppsatte ruter, langdistansebuss, flybuss, skyttelbuss på flyplass, charterbuss- og sightseeingvirksomhet, annen tilfeldig turistbussvirksomhet, svevebaner, taubaner og skiheiser som ikke er et ledd i transittsystemene i by- og forstadområde Inkluderer også: Omfatter også skolebarnkjøring, transport av egne ansatte og passasjertransport med kjøretøyer som trekkes av mennesker eller dyr Ekskluderer: Ambulansetransport grupperes under: 86.907 Ambulansetjenester"
"H.49.3.9.1","Rutebiltransport utenfor by- og forstadsområde","### Shortname: Rutebiltr. utenfor by-/forstadsomr.

### Notes:
Inkluderer: Omfatter all busstransport (fjerntrafikk)"
"H.49.3.9.2","Turbiltransport","### Shortname: Turbiltransport

### Notes:
Inkluderer: Omfatter turbiltransport og ikke-motorisert persontransport Inkluderer også: Omfatter også charter- og sightseeingvirksomhet med buss"
"H.49.3.9.3","Transport med taubaner, kabelbaner og skiheiser","### Shortname: Transp. tau-/kabelbaner/skiheiser

### Notes:
Inkluderer: Omfatter svevebane, taubane og skiheis"
"H.49.4","Godstransport på vei, herunder flyttetransport","### Shortname: Godstransp. på vei/flyttetransport

### Notes:
Inkluderer: Omfatter all landbasert godstransport unntatt jernbanetransport"
"H.49.4.1","Godstransport på vei","### Shortname: Godstransport på vei

### Notes:
Inkluderer også: Omfatter også utleie av lastebiler med sjåfør og godstransport med kjøretøyer som trekkes av dyr eller mennesker Ekskluderer: Transport av tømmer i skogen som ledd i skogsdrift grupperes under: 02.40 Tjenester tilknyttet skogbruk. Lastebiltransport med distribusjon av vann grupperes under: 36.00 Uttak fra kilde, rensing og distribusjon av vann. Avfallstransport som ledd i renovasjonsvirksomhet grupperes under hhv.: 38.11 Innsamling av ikke-farlig avfall og: 38.12 Innsamling av farlig avfall. Drift av godsterminaler grupperes under: 52.211 Drift av gods- og transportsentraler. Pakking for transport grupperes under: 52.291 Spedisjon. Post- og kurervirksomhet grupperes under hhv.: 53.10 Landsdekkende posttjenester og: 53.20 Andre post- og budtjenester"
"H.49.4.1.0","Godstransport på vei","### Shortname: Godstransport på vei

### Notes:
Inkluderer også: Omfatter også utleie av lastebiler med sjåfør og godstransport med kjøretøyer som trekkes av dyr eller mennesker Ekskluderer: Transport av tømmer i skogen som ledd i skogsdrift grupperes under: 02.40 Tjenester tilknyttet skogbruk. Lastebiltransport med distribusjon av vann grupperes under: 36.00 Uttak fra kilde, rensing og distribusjon av vann. Avfallstransport som ledd i renovasjonsvirksomhet grupperes under hhv.: 38.11 Innsamling av ikke-farlig avfall og: 38.12 Innsamling av farlig avfall. Drift av godsterminaler grupperes under: 52.211 Drift av gods- og transportsentraler. Pakking for transport grupperes under: 52.291 Spedisjon. Post- og kurervirksomhet grupperes under hhv.: 53.10 Landsdekkende posttjenester og: 53.20 Andre post- og budtjenester"
"H.49.4.2","Flyttetransport","### Shortname: Flyttetransport

### Notes:
Inkluderer: Omfatter flytting på vei for virksomheter og husholdninger"
"H.49.4.2.0","Flyttetransport","### Shortname: Flyttetransport

### Notes:
Inkluderer: Omfatter flytting på vei for virksomheter og husholdninger"
"H.49.5","Rørtransport","### Shortname: Rørtransport"
"H.49.5.0","Rørtransport","### Shortname: Rørtransport

### Notes:
Inkluderer: Omfatter rørtransport av gass, væsker, vann, damp og andre produkter Inkluderer også: Omfatter også drift av pumpestasjoner Ekskluderer: Distribusjon av gass, vann eller damp grupperes under hhv.: 35.22 Distribusjon av gass gjennom ledningsnett,: 35.30 Damp- og varmtvannsforsyning og: 36.00 Uttak fra kilde, rensing og distribusjon av vann. Lastebiltransport av vann, væsker mv. grupperes under: 49.41 Godstransport på vei. Lagring grupperes under: 52.10 Lagring. Drift av havner og annen hjelpevirksomhet som dokking, losing, lektertransport og berging av båter grupperes under: 52.22 Andre tjenester tilknyttet transport. Lasting og lossing grupperes under: 52.24 Lasting og lossing. Utleie av kommersielle skip eller båter uten besetning grupperes under: 77.34 Utleie og leasing av sjøtransportmateriell"
"H.49.5.0.0","Rørtransport","### Shortname: Rørtransport

### Notes:
Inkluderer: Omfatter rørtransport av gass, væsker, vann, damp og andre produkter Inkluderer også: Omfatter også drift av pumpestasjoner Ekskluderer: Distribusjon av gass, vann eller damp grupperes under hhv.: 35.22 Distribusjon av gass gjennom ledningsnett,: 35.30 Damp- og varmtvannsforsyning og: 36.00 Uttak fra kilde, rensing og distribusjon av vann. Lastebiltransport av vann, væsker mv. grupperes under: 49.41 Godstransport på vei. Lagring grupperes under: 52.10 Lagring. Drift av havner og annen hjelpevirksomhet som dokking, losing, lektertransport og berging av båter grupperes under: 52.22 Andre tjenester tilknyttet transport. Lasting og lossing grupperes under: 52.24 Lasting og lossing. Utleie av kommersielle skip eller båter uten besetning grupperes under: 77.34 Utleie og leasing av sjøtransportmateriell"
"H.50","Sjøfart","### Shortname: Sjøfart

### Notes:
Inkluderer: Næringen omfatter sjøtransport med eller uten ruteplan av passasjerer eller gods. Næringen omfatter også drift av slepebåter og bukseringsbåter, båter til utflukter, cruise- og sightseeingbåter, ferjer, vanntaxier mv. Selv om stedet er en indikator på skillet mellom sjøfart og kysttrafikk og transport på elver og innsjøer, er det en avgjørende faktor hva slags fartøyer som brukes. Transport med sjøgående fartøyer grupperes under hhv. 50.1 Sjøfart og kysttrafikk med passasjerer og 50.2 Sjøfart og kysttrafikk med gods, mens transport med andre fartøyer grupperes under hhv. 50.3 Passasjertransport på elver og innsjøer og 50.4 Godstransport på elver og innsjøer. Restaurant- og barvirksomhet er ikke inkludert dersom dette blir drevet som selvstendig virksomhet."
"H.50.1","Sjøfart og kysttrafikk med passasjerer","### Shortname: Sjøfart og kysttraf. m/passasjerer

### Notes:
Inkluderer: Næringshovedgruppen omfatter transport av passasjerer med fartøyer som er beregnet til sjøfart og kysttrafikk. Transport med passasjerer på store sjøer mv. er inkludert her dersom det brukes fartøyer av tilsvarende type"
"H.50.1.0","Sjøfart og kysttrafikk med passasjerer","### Shortname: Sjøfart og kysttraf. m/passasjerer

### Notes:
Inkluderer: Omfatter sjøfart og kysttrafikk av passasjerer i og utenfor rute: drift av utflukts-, cruise- og sightseeingbåter, ferjer, vanntaxier mv. Inkluderer også: Omfatter også utleie av fritidsbåter med besetning til sjøfart og kysttrafikk (f.eks. til fisketurer) Ekskluderer: Restaurant- og barvirksomhet om bord på skip hvis dette blir drevet som selvstendig virksomhet, grupperes under hhv.: 56.101 Drift av restauranter og kafeer og: 56.301 Drift av puber. Utleie av fritidsbåter uten besetning grupperes under: 77.21 Utleie og leasing av sports- og fritidsutstyr. Utleie av kommersielle skip eller båter uten besetning grupperes under: 77.34 Utleie og leasing av sjøtransportmateriell. Drift av 'flytende kasinoer' grupperes under: 92.00 Lotteri- og totalisatorspill"
"H.50.1.0.1","Utenriks sjøfart med passasjerer","### Shortname: Utenriks sjøfart med passasjerer

### Notes:
Inkluderer også: Omfatter også passasjertransport med ferjer mellom Norge og utlandet"
"H.50.1.0.2","Innenlandske kystruter med passasjerer","### Shortname: Innenl. kystruter med passasjerer

### Notes:
Inkluderer: Omfatter passasjertransport (lokalfart og kystfart) samt transport av passasjerer og kjøretøyer på ferjeruter tilknyttet offentlig veisamband"
"H.50.1.0.9","Kysttrafikk ellers med passasjerer","### Shortname: Kysttrafikk ellers med passasjerer

### Notes:
Inkluderer: Omfatter drift av utflukts-, cruise- og sightseeingbåter, vanntaxier, hvalsafari, vakttjeneste, utleie av fritidsbåter med besetning (for eksempel fisketurer)"
"H.50.2","Sjøfart og kysttrafikk med gods","### Shortname: Sjøfart og kysttrafikk med gods

### Notes:
Inkluderer: Omfatter godstransport på fartøyer som er beregnet for sjøfart og kysttrafikk Inkluderer også: Omfatter også godstransport på store sjøer mv., dersom det blir brukt fartøyer av tilsvarende type"
"H.50.2.0","Sjøfart og kysttrafikk med gods","### Shortname: Sjøfart og kysttrafikk med gods

### Notes:
Inkluderer: Omfatter sjøfart og kysttrafikk av gods i og utenfor rute, transport ved å slepe eller buksere båter, oljeplattformer mv. Ekskluderer: Lagring grupperes under: 52.10 Lagring. Drift av havner og annen hjelpevirksomhet som dokking, losing, lektertransport og berging av båter grupperes under: 52.22 Andre tjenester tilknyttet sjøtransport. Lasting og lossing grupperes under: 52.24 Lasting og lossing. Utleie av kommersielle skip eller båter uten besetning grupperes under: 77.34 Utleie og leasing av sjøtransportmateriell"
"H.50.2.0.1","Utenriks sjøfart med gods","### Shortname: Utenriks sjøfart med gods

### Notes:
Inkluderer: Omfatter godstransport med skip i utenriksfart"
"H.50.2.0.2","Innenriks sjøfart med gods","### Shortname: Innenriks sjøfart med gods

### Notes:
Inkluderer: Omfatter godstransport på fartøyer som er beregnet for lokalfart og kysttrafikk"
"H.50.2.0.3","Slepebåter","### Shortname: Slepebåter

### Notes:
Inkluderer: Omfatter transport ved å slepe eller buksere skip, lektere eller flytende installasjoner"
"H.50.2.0.4","Forsyning og andre sjøtransporttjenester for offshore","### Shortname: Forsyn./andre sjøtr.tj. for offshore

### Notes:
Inkluderer: Omfatter offshore forsyning og offshore servicetjenester. Inkluderer all sjøtransport av teknisk personell, flytende installasjoner, utstyr eller annet gods i forbindelse med offshorevirksomhet"
"H.50.3","Passasjertransport på elver og innsjøer","### Shortname: Passasjertr. på elver og innsjøer

### Notes:
Inkluderer: Omfatter transport av passasjerer på elver og innsjøer"
"H.50.3.0","Passasjertransport på elver og innsjøer","### Shortname: Passasjertr. på elver og innsjøer

### Notes:
Inkluderer: Omfatter transport av passasjerer på elver, kanaler, innsjøer og annen innenlandsk sjøtransport Inkluderer også: Omfatter også utleie av fritidsbåter med besetning til transport på elver og innsjøer mv. Ekskluderer: Utleie av fritidsbåter og lystyachter grupperes under: 77.21 Utleie og leasing av sports- og fritidsutstyr"
"H.50.3.0.0","Passasjertransport på elver og innsjøer","### Shortname: Passasjertr. på elver og innsjøer

### Notes:
Inkluderer: Omfatter transport av passasjerer på elver, kanaler, innsjøer og annen innenlandsk sjøtransport Inkluderer også: Omfatter også utleie av fritidsbåter med besetning til transport på elver og innsjøer mv. Ekskluderer: Utleie av fritidsbåter og lystyachter grupperes under: 77.21 Utleie og leasing av sports- og fritidsutstyr"
"H.50.4","Godstransport på elver og innsjøer","### Shortname: Godstransp. på elver og innsjøer

### Notes:
Inkluderer: Omfatter transport av gods på elver og innsjøer med båter som ikke er egnet for sjøtransport"
"H.50.4.0","Godstransport på elver og innsjøer","### Shortname: Godstransp. på elver og innsjøer

### Notes:
Inkluderer: Omfatter transport av gods på elver, kanaler, innsjøer og annen innenlandsk sjøtransport Inkluderer også: Omfatter også utleie av fartøyer med mannskap for transport av gods på elver og innsjøer Ekskluderer: Lasting og lossing grupperes under: 52.24 Lasting og lossing. Utleie av kommersielle skip eller båter uten besetning grupperes under: 77.34 Utleie og leasing av sjøtransportmateriell"
"H.50.4.0.0","Godstransport på elver og innsjøer","### Shortname: Godstransp. på elver og innsjøer

### Notes:
Inkluderer: Omfatter transport av gods på elver, kanaler, innsjøer og annen innenlandsk sjøtransport Inkluderer også: Omfatter også utleie av fartøyer med mannskap for transport av gods på elver og innsjøer Ekskluderer: Lasting og lossing grupperes under: 52.24 Lasting og lossing. Utleie av kommersielle skip eller båter uten besetning grupperes under: 77.34 Utleie og leasing av sjøtransportmateriell"
"H.51","Lufttransport","### Shortname: Lufttransport

### Notes:
Inkluderer: Omfatter transport av passasjerer eller gods med luftfartøyer eller romfartøyer Ekskluderer: Sprøyting av jordbruksvekster fra luftfartøyer grupperes under: 01.61 Tjenester tilknyttet planteproduksjon. Overhaling av luftfartøyer og -motorer grupperes under: 33.16 Reparasjon og vedlikehold av luftfartøyer og romfartøyer. Drift av lufthavner grupperes under: 52.23 Andre tjenester tilknyttet lufttransport. Luftreklame grupperes under: 73.11 Reklamebyråer. Luftfotografering grupperes under: 74.20 Fotografvirksomhet"
"H.51.1","Lufttransport med passasjerer","### Shortname: Lufttransp. med passasjerer"
"H.51.1.0","Lufttransport med passasjerer","### Shortname: Lufttransp. med passasjerer

### Notes:
Inkluderer: Omfatter persontransport med rutefly, charterfly, sightseeing og rundflyginger Inkluderer også: Omfatter også utleie av lufttransportmateriell med besetning med henblikk på passasjertransport og generell luftfartsvirksomhet som flyklubbers transport av passasjerer med henblikk på instruksjons- eller rundflyging Ekskluderer: Utleie av lufttransportmateriell uten besetning grupperes under: 77.35 Utleie og leasing av lufttransportmateriell"
"H.51.1.0.0","Lufttransport med passasjerer","### Shortname: Lufttransp. med passasjerer

### Notes:
Inkluderer: Omfatter persontransport med rutefly, charterfly, sightseeing og rundflyginger Inkluderer også: Omfatter også utleie av lufttransportmateriell med besetning med henblikk på passasjertransport og generell luftfartsvirksomhet som flyklubbers transport av passasjerer med henblikk på instruksjons- eller rundflyging Ekskluderer: Utleie av lufttransportmateriell uten besetning grupperes under: 77.35 Utleie og leasing av lufttransportmateriell"
"H.51.2","Lufttransport med gods samt romfart","### Shortname: Lufttransp. med gods samt romfart"
"H.51.2.1","Lufttransport med gods","### Shortname: Lufttransp. med gods

### Notes:
Inkluderer: Omfatter godstransport med rutefly og godstransport med fly utenom rute Inkluderer også: Omfatter også lufttransportmateriell med besetning med henblikk på godstransport"
"H.51.2.1.0","Lufttransport med gods","### Shortname: Lufttransp. med gods

### Notes:
Inkluderer: Omfatter godstransport med rutefly og godstransport med fly utenom rute Inkluderer også: Omfatter også lufttransportmateriell med besetning med henblikk på godstransport"
"H.51.2.2","Romfart","### Shortname: Romfart

### Notes:
Inkluderer: Omfatter oppsending av satellitter og romfartøyer og romfart med gods og passasjerer"
"H.51.2.2.0","Romfart","### Shortname: Romfart

### Notes:
Inkluderer: Omfatter oppsending av satellitter og romfartøyer og romfart med gods og passasjerer"
"H.52","Lagring og andre tjenester tilknyttet transport","### Shortname: Transporttjenester og lagring

### Notes:
Inkluderer: Omfatter lagring og hjelpetjenester i forbindelse med transport slik som transportinfrastruktur (f.eks. lufthavner, havner, tunneler, bruer mv.) transportformidling og godsbehandling"
