"path","name","description"
"G.47.1.9.0","Butikkhandel med bredt vareutvalg ellers","### Shortname: Butikkh. bredt vareutvalg el.

### Notes:
Inkluderer: Omfatter mange forskjellige varer der hovedvekten ikke er nærings- og nytelsesmidler: stormagasin som har et generelt vareassortement herunder klær, møbler, hushold- ningsapparater, isenkram, kosmetikk, smykker, leker, sportsutstyr mv. Ekskluderer: Byggevarehus grupperes under: 47.521 Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer. Sportsbutikker grupperes under: 47.641 Butikkhandel med sportsutstyr"
"G.47.2","Butikkhandel med nærings- og nytelsesmidler i spesialforretninger","### Shortname: Spesialforr. nær.- og nytelsesmidl."
"G.47.2.1","Butikkhandel med frukt og grønnsaker","### Shortname: Butikkh. frukt og grønnsaker

### Notes:
Inkluderer: Omfatter frukt og grønnsaker, bearbeidet og konservert frukt og grønnsaker"
"G.47.2.1.0","Butikkhandel med frukt og grønnsaker","### Shortname: Butikkh. frukt og grønnsaker

### Notes:
Inkluderer: Omfatter frukt og grønnsaker, bearbeidet og konservert frukt og grønnsaker"
"G.47.2.2","Butikkhandel med kjøtt og kjøttvarer","### Shortname: Butikkh. kjøtt og kjøttvarer

### Notes:
Inkluderer: Omfatter kjøtt og kjøttvarer herunder fjærkre"
"G.47.2.2.0","Butikkhandel med kjøtt og kjøttvarer","### Shortname: Butikkh. kjøtt og kjøttvarer

### Notes:
Inkluderer: Omfatter kjøtt og kjøttvarer herunder fjærkre"
"G.47.2.3","Butikkhandel med fisk, skalldyr og bløtdyr","### Shortname: Butikkh. fisk, skalldyr og bløtdyr

### Notes:
Inkluderer: Omfatter fisk, kreps, bløtdyr og produkter av disse"
"G.47.2.3.0","Butikkhandel med fisk, skalldyr og bløtdyr","### Shortname: Butikkh. fisk, skalldyr og bløtdyr

### Notes:
Inkluderer: Omfatter fisk, kreps, bløtdyr og produkter av disse"
"G.47.2.4","Butikkhandel med bakervarer, konditorvarer og sukkervarer","### Shortname: Butikkh. baker-, konditorvarer mv."
"G.47.2.4.1","Butikkhandel med bakervarer og konditorvarer","### Shortname: Butikkh. baker- og konditorvarer"
"G.47.2.4.2","Butikkhandel med sukkervarer","### Shortname: Butikkh. sukkervarer

### Notes:
Inkluderer: Omfatter sjokolade, drops og iskrem"
"G.47.2.5","Butikkhandel med drikkevarer","### Shortname: Butikkh. drikkevarer

### Notes:
Inkluderer: Omfatter alkoholholdige- og ikke-alkoholholdige drikkevarer"
"G.47.2.5.1","Butikkhandel med vin og brennevin","### Shortname: Butikkh. vin og brennevin"
"G.47.2.5.9","Butikkhandel med drikkevarer ellers","### Shortname: Butikkh. drikkevarer el."
"G.47.2.6","Butikkhandel med tobakksvarer","### Shortname: Butikkh. tobakksvarer

### Notes:
Inkluderer: Omfatter tobakk og tobakksvarer"
"G.47.2.6.0","Butikkhandel med tobakksvarer","### Shortname: Butikkh. tobakksvarer

### Notes:
Inkluderer: Omfatter tobakk og tobakksvarer"
"G.47.2.9","Butikkhandel med nærings- og nytelsesmidler ellers","### Shortname: Butikkh. nær.- og nytelsesmidler el.

### Notes:
Inkluderer: Omfatter meieriprodukter, egg og andre næringsmidler ikke nevnt annet sted"
"G.47.2.9.1","Butikkhandel med helsekost","### Shortname: Butikkh. helsekost"
"G.47.2.9.2","Butikkhandel med kaffe og te","### Shortname: Butikkh. kaffe og te"
"G.47.2.9.9","Butikkhandel med nærings- og nytelsesmidler ikke nevnt annet sted","### Shortname: Butikkh. nær.- og nytelsesmidler el.

### Notes:
Inkluderer: Omfatter blant annet meieriprodukter, egg og asiatiske varer Inkluderer også: Omfatter også salg av delikatessevarer og vinråstoffer"
"G.47.3","Detaljhandel med drivstoff til motorvogner","### Shortname: Detaljh. drivstoff til motorvogner"
"G.47.3.0","Detaljhandel med drivstoff til motorvogner","### Shortname: Detaljh. drivstoff til motorvogner

### Notes:
Inkluderer: Omfatter drivstoff til motorvogner Inkluderer også: Omfatter også smøre- og kjølemidler til motorvogner Ekskluderer: Engroshandel med drivstoff grupperes under: 46.71 Engroshandel med drivstoff og brensel. Detaljhandel med flaskegass til matlaging eller oppvarming grupperes under: 47.789 Butikkhandel ikke nevnt annet sted"
"G.47.3.0.0","Detaljhandel med drivstoff til motorvogner","### Shortname: Detaljh. drivstoff til motorvogner

### Notes:
Inkluderer: Omfatter drivstoff til motorvogner Inkluderer også: Omfatter også smøre- og kjølemidler til motorvogner Ekskluderer: Engroshandel med drivstoff grupperes under: 46.71 Engroshandel med drivstoff og brensel. Detaljhandel med flaskegass til matlaging eller oppvarming grupperes under: 47.789 Butikkhandel ikke nevnt annet sted"
"G.47.4","Butikkhandel med IKT-utstyr i spesialforretninger","### Shortname: Butikkh. med IKT-utstyr

### Notes:
Inkluderer: Omfatter informasjons- og kommunikasjonsteknologisk utstyr (IKT-utstyr), dvs. datamaskiner og utstyr til datamaskiner, samt forbrukerelektronikk i spesialforretninger"
"G.47.4.1","Butikkhandel med datamaskiner og utstyr til datamaskiner","### Shortname: Butikkh. datamask. og tilleggsutst.

### Notes:
Inkluderer: Omfatter datamaskiner, utstyr til datamaskiner, videospillkonsoller, ferdigprodusert (ikke-kundespesifisert) programvare og videospill Ekskluderer: Butikkhandel med uinnspilte bånd og CD'er grupperes under: 47.63 Butikkhandel med innspillinger av musikk og video"
"G.47.4.1.0","Butikkhandel med datamaskiner og utstyr til datamaskiner","### Shortname: Butikkh. datamask. og tilleggsutst.

### Notes:
Inkluderer: Omfatter datamaskiner, utstyr til datamaskiner, videospillkonsoller, ferdigprodusert (ikke-kundespesifisert) programvare og videospill Ekskluderer: Butikkhandel med uinnspilte bånd og CD'er grupperes under: 47.63 Butikkhandel med innspillinger av musikk og video"
"G.47.4.2","Butikkhandel med telekommunikasjonsutstyr","### Shortname: Butikkh. telekommunikasjonsutstyr"
"G.47.4.2.0","Butikkhandel med telekommunikasjonsutstyr","### Shortname: Butikkh. telekommunikasjonsutstyr"
"G.47.4.3","Butikkhandel med audio- og videoutstyr","### Shortname: Butikkh. audio- og videoutstyr

### Notes:
Inkluderer: Omfatter radio- og tv-utstyr, audio- og videoutstyr, CD- og DVD-spillere mv."
"G.47.4.3.0","Butikkhandel med audio- og videoutstyr","### Shortname: Butikkh. audio- og videoutstyr

### Notes:
Inkluderer: Omfatter radio- og tv-utstyr, audio- og videoutstyr, CD- og DVD-spillere mv."
"G.47.5","Butikkhandel med andre husholdningsvarer i spesialforretninger","### Shortname: Butikkh. med andre husholdningsvarer

### Notes:
Inkluderer: Omfatter husholdningsvarer, f.eks. tekstiler, jernvarer, tepper, elektriske husholdningsapparater og møbler i spesialforretninger"
"G.47.5.1","Butikkhandel med tekstiler og utstyrsvarer","### Shortname: Butikkh. tekstiler og utstyrsvarer

### Notes:
Inkluderer: Omfatter kjolestoffer, garn og grunnmaterialer til produksjon av gulv- og veggtepper, broderier, tekstiler, nåler og sytråd osv. og bredt utvalg av utstyrsvarer Ekskluderer: Butikkhandel med klær grupperes under: 47.71 Butikkhandel med klær"
"G.47.5.1.0","Butikkhandel med tekstiler og utstyrsvarer","### Shortname: Butikkh. tekstiler og utstyrsvarer

### Notes:
Inkluderer: Omfatter kjolestoffer, garn og grunnmaterialer til produksjon av gulv- og veggtepper, broderier, tekstiler, nåler og sytråd osv. og bredt utvalg av utstyrsvarer Ekskluderer: Butikkhandel med klær grupperes under: 47.71 Butikkhandel med klær"
"G.47.5.2","Butikkhandel med jernvarer, fargevarer og glass","### Shortname: Butikkh. jernv., fargev. og glass

### Notes:
Inkluderer: Omfatter jernvarer, maling, ferniss og lakk, planglass og andre byggevarer som f.eks. murstein, trelast, sanitærartikler og gjør-det-selv materialer og -utstyr Inkluderer også: Omfatter også spesialforretninger med motoriserte og ikke-motoriserte gressklippere og saunaer"
"G.47.5.2.1","Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer","### Shortname: Byggvarehus m.m.

### Notes:
Inkluderer: Omfatter byggevarehus"
"G.47.5.2.2","Butikkhandel med jernvarer","### Shortname: Butikkh. jernvarer

### Notes:
Inkluderer også: Omfatter også gressklippere og saunaer"
"G.47.5.2.3","Butikkhandel med fargevarer","### Shortname: Butikkh. fargevarer

### Notes:
Ekskluderer: Butikkhandel med rengjøringsmidler grupperes under: 47.789 Butikkhandel ikke nevnt annet sted"
"G.47.5.2.4","Butikkhandel med trelast","### Shortname: Butikkh. trelast"
"G.47.5.2.9","Butikkhandel med byggevarer ikke nevnt annet sted","### Shortname: Butikkh. byggevarer el.

### Notes:
Inkluderer: Omfatter bygningsstein, planglass, sanitærutstyr, markiser m.m. Ekskluderer: Butikkhandel med tapeter og gulvbelegg grupperes under: 47.531 Butikkhandel med tapeter og gulvbelegg"
"G.47.5.3","Butikkhandel med tapeter, gulvtepper og gardiner","### Shortname: Butikkh. tapet/gulvtepper/gardiner

### Notes:
Inkluderer: Omfatter vegg-til-vegg tepper og løse tepper, gardiner, stores, tapeter og gulvbelegg Ekskluderer: Butikkhandel med korkfliser grupperes under: 47.529 Butikkhandel med byggevarer ikke nevnt annet sted"
"G.47.5.3.1","Butikkhandel med tapeter og gulvbelegg","### Shortname: Butikkh. tapeter og gulvbelegg"
"G.47.5.3.2","Butikkhandel med tepper","### Shortname: Butikkh. tepper"
"G.47.5.3.3","Butikkhandel med gardiner","### Shortname: Butikkh. gardiner"
"G.47.5.4","Butikkhandel med elektriske husholdningsapparater","### Shortname: Butikkh. el. hush.apparater

### Notes:
Ekskluderer: Butikkhandel med audio- og videoutstyr grupperes under: 47.43 Butikkhandel med audio- og videoutstyr"
"G.47.5.4.0","Butikkhandel med elektriske husholdningsapparater","### Shortname: Butikkh. el. hush.apparater

### Notes:
Ekskluderer: Butikkhandel med audio- og videoutstyr grupperes under: 47.43 Butikkhandel med audio- og videoutstyr"
"G.47.5.9","Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler","### Shortname: Butikkh. møbler/belys.utstyr mv.

### Notes:
Inkluderer: Omfatter møbler, belysningsutstyr, kjøkkenutstyr samt bestikk, servise, glassvarer, porselen og steintøy, artikler av tre, kork og flettematerialer, ikke-elektriske husholdningsvarer, musikkinstrumenter, noter, låser, pengeskap, boksanlegg (uten installasjons- eller vedlikeholdstjenester) og husholdningsvarer ikke nevnt annet sted Ekskluderer: Butikkhandel med antikviteter grupperes under: 47.791 Butikkhandel med antikviteter"
"G.47.5.9.1","Butikkhandel med møbler","### Shortname: Butikkh. møbler"
"G.47.5.9.2","Butikkhandel med belysningsutstyr","### Shortname: Butikkh. belysningsutstyr"
"G.47.5.9.3","Butikkhandel med kjøkkenutstyr, glass og steintøy","### Shortname: Butikkh. kjøkkenutstyr/steintøy mv."
"G.47.5.9.4","Butikkhandel med musikkinstrumenter og noter","### Shortname: Butikkh. musikkinstr. og noter

### Notes:
Ekskluderer: Pianostemming grupperes under: 95.29 Reparasjon av andre husholdningsvarer og varer til personlig bruk"
"G.47.5.9.9","Butikkhandel med innredningsartikler ikke nevnt annet sted","### Shortname: Butikkh. innredningsartikler el.

### Notes:
Inkluderer: Omfatter blant annet innredningsartikler som garderobe- og kjøkkeninnredninger og andre interiørartikler Ekskluderer: Butikkhandel med metervarer grupperes under: 47.51 Butikkhandel med tekstiler og utstyrsvarer. Butikkhandel med gulvbelegg og vegg-til-vegg-tepper grupperes under: 47.531 Butikkhandel med tapeter og gulvbelegg. Butikkhandel med tepper grupperes under: 47.532 Butikkhandel med tepper"
"G.47.6","Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger","### Shortname: Butikkh. med bøker, musikkart. etc.

### Notes:
Inkluderer: Omfatter spesialforretninger med varer til kulturelle formål og til fritid, f.eks. bøker, aviser, innspillinger av musikk og video, sportsutstyr, spill og leker"
"G.47.6.1","Butikkhandel med bøker","### Shortname: Butikkh. bøker

### Notes:
Inkluderer: Omfatter alle typer bøker Ekskluderer: Butikkhandel med brukte eller antikvariske bøker grupperes under: 47.799 Butikkhandel med brukte varer ellers"
"G.47.6.1.0","Butikkhandel med bøker","### Shortname: Butikkh. bøker

### Notes:
Inkluderer: Omfatter alle typer bøker Ekskluderer: Butikkhandel med brukte eller antikvariske bøker grupperes under: 47.799 Butikkhandel med brukte varer ellers"
"G.47.6.2","Butikkhandel med aviser og papirvarer","### Shortname: Butikkh. aviser og papirvarer

### Notes:
Inkluderer: Omfatter også kontorartikler som penner, blyanter, papir mv."
"G.47.6.2.0","Butikkhandel med aviser og papirvarer","### Shortname: Butikkh. aviser og papirvarer

### Notes:
Inkluderer: Omfatter også kontorartikler som penner, blyanter, papir mv."
"G.47.6.3","Butikkhandel med innspillinger av musikk og video","### Shortname: Butikkh. innspill. av musikk/video

### Notes:
Inkluderer: Omfatter innspillinger av musikk- og videokassetter, CD- og DVD-plater Inkluderer også: Omfatter også uinnspilte kassetter, CD- og DVD-plater"
"G.47.6.3.0","Butikkhandel med innspillinger av musikk og video","### Shortname: Butikkh. innspill. av musikk/video

### Notes:
Inkluderer: Omfatter innspillinger av musikk- og videokassetter, CD- og DVD-plater Inkluderer også: Omfatter også uinnspilte kassetter, CD- og DVD-plater"
"G.47.6.4","Butikkhandel med sportsutstyr","### Shortname: Butikkh. sportsutstyr

### Notes:
Inkluderer: Omfatter sportsutstyr, fiskeredskaper, campingutstyr og sykler"
"G.47.6.4.1","Butikkhandel med sportsutstyr","### Shortname: Butikkh. sportsutstyr

### Notes:
Inkluderer: Omfatter bredt utvalg av sportsutstyr, fiskeredskaper, campingutstyr, golfutstyr og sykler"
"G.47.6.4.2","Butikkhandel med fritidsbåter og -utstyr","### Shortname: Butikkh. fritidsbåter og -utstyr

### Notes:
Inkluderer: Omfatter fritidsbåter og -utstyr"
"G.47.6.5","Butikkhandel med spill og leker","### Shortname: Butikkh. spill og leker

### Notes:
Inkluderer: Omfatter spill og leker av alle slags materialer Ekskluderer: Butikkhandel med videospillkonsoller grupperes under: 47.41 Butikkhandel med datamaskiner og utstyr til datamaskiner. Butikkhandel med ferdigprodusert (ikke-kundespesifisert) programvare, herunder videospill grupperes under: 47.41 Butikkhandel med datamaskiner og utstyr til datamaskiner"
"G.47.6.5.0","Butikkhandel med spill og leker","### Shortname: Butikkh. spill og leker

### Notes:
Inkluderer: Omfatter spill og leker av alle slags materialer Ekskluderer: Butikkhandel med videospillkonsoller grupperes under: 47.41 Butikkhandel med datamaskiner og utstyr til datamaskiner. Butikkhandel med ferdigprodusert (ikke-kundespesifisert) programvare, herunder videospill grupperes under: 47.41 Butikkhandel med datamaskiner og utstyr til datamaskiner"
"G.47.7","Annen butikkhandel i spesialforretninger","### Shortname: Annen butikkhandel

### Notes:
Inkluderer: Omfatter spesialforretninger med vareassortement som ikke er gruppert andre steder i standarden som f.eks. klær, sko, lærvarer, apotekvarer, klokker og ur, suvenirer, rengjøringsmidler, våpen, blomster, kjæledyr mv. Næringshovedgruppen omfatter også butikkhandel med brukte varer i spesialforretninger"
"G.47.7.1","Butikkhandel med klær","### Shortname: Butikkh. klær

### Notes:
Inkluderer: Omfatter klær, pelsvarer og tilbehør som hansker, slips, seler mv. Ekskluderer: Butikkhandel med kjolestoffer, garn, broderier mv. grupperes under: 47.51 Butikkhandel med tekstiler og utstyrsvarer"
"G.47.7.1.0","Butikkhandel med klær","### Shortname: Butikkh. klær

### Notes:
Inkluderer: Omfatter klær, pelsvarer og tilbehør som hansker, slips, seler mv. Ekskluderer: Butikkhandel med kjolestoffer, garn, broderier mv. grupperes under: 47.51 Butikkhandel med tekstiler og utstyrsvarer"
"G.47.7.2","Butikkhandel med skotøy og lærvarer","### Shortname: Butikkh. skotøy og lærvarer

### Notes:
Inkluderer: Omfatter skotøy, lærvarer og reiseeffekter av lær og kunstlær Ekskluderer: Butikkhandel med spesielle sportssko, f.eks. skistøvler grupperes under: 47.641 Butikkhandel med sportsutstyr"
"G.47.7.2.1","Butikkhandel med skotøy","### Shortname: Butikkh. skotøy"
"G.47.7.2.2","Butikkhandel med reiseeffekter av lær og lærimitasjoner og varer av lær","### Shortname: Butikkh. reiseeff. og andre lærvarer"
"G.47.7.3","Butikkhandel med apotekvarer","### Shortname: Butikkh. apotekvarer

### Notes:
Inkluderer: Omfatter apoteker"
"G.47.7.3.0","Butikkhandel med apotekvarer","### Shortname: Butikkh. apotekvarer

### Notes:
Inkluderer: Omfatter apoteker"
"G.47.7.4","Butikkhandel med medisinske og ortopediske artikler","### Shortname: Butikkh. medisinske/ortop. art."
"G.47.7.4.0","Butikkhandel med medisinske og ortopediske artikler","### Shortname: Butikkh. medisinske/ortop. art."
"G.47.7.5","Butikkhandel med kosmetikk og toalettartikler","### Shortname: Butikkh. kosmetikk og toalettart.

### Notes:
Inkluderer: Omfatter parfyme, kosmetikk og toalettartikler"
"G.47.7.5.0","Butikkhandel med kosmetikk og toalettartikler","### Shortname: Butikkh. kosmetikk og toalettart.

### Notes:
Inkluderer: Omfatter parfyme, kosmetikk og toalettartikler"
"G.47.7.6","Butikkhandel med blomster og planter, kjæledyr og fôrvarer til kjæledyr","### Shortname: Butikkh. blomster/planter mv."
"G.47.7.6.1","Butikkhandel med blomster og planter","### Shortname: Butikkh. blomster og planter"
"G.47.7.6.2","Butikkhandel med kjæledyr og fôrvarer til kjæledyr","### Shortname: Butikkh. kjæledyr mv."
"G.47.7.7","Butikkhandel med ur, gull- og sølvvarer","### Shortname: Butikkh. ur, gull- og sølvvarer"
"G.47.7.7.1","Butikkhandel med ur og klokker","### Shortname: Butikkh. ur og klokker"
"G.47.7.7.2","Butikkhandel med gull- og sølvvarer","### Shortname: Butikkh. gull- og sølvvarer

### Notes:
Ekskluderer: Reparasjon av gull- og sølvvarer grupperes under: 95.25 Reparasjon av ur, gull- og sølvvarer"
"G.47.7.8","Annen butikkhandel med andre nye varer i spesialforretninger","### Shortname: Butikkh. nye varer i spes.forr. el.

### Notes:
Inkluderer: Omfatter fotografisk utstyr, optisk utstyr, presisjonsutstyr, suvenirer, kunsthåndverk, religiøse artikler, våpen, ammunisjon, frimerker, mynter og varer (utenom nærings- og nytelsesmidler) ikke nevnt annet sted, butikkhandel med fyringsolje, flaskegass, kull og ved til bruk i husholdningen, optikervirksomhet og museumsbutikkers virksomhet"
"G.47.7.8.1","Butikkhandel med fotoutstyr","### Shortname: Butikkh. fotoutstyr"
"G.47.7.8.2","Butikkhandel med optiske artikler","### Shortname: Butikkh. optiske artikler"
"G.47.7.8.9","Butikkhandel ikke nevnt annet sted","### Shortname: Butikkh. el.

### Notes:
Inkluderer: Omfatter barnevogner, rengjøringsmidler, suvenirer, våpen og ammunisjon, frimerker og mynter, kull, fyringsolje m.m."
"G.47.7.9","Butikkhandel med brukte varer","### Shortname: Butikkh. brukte varer

### Notes:
Inkluderer: Omfatter brukte bøker og andre brukte varer og antikviteter og auksjonsforretninger (detalj) Ekskluderer: Detaljhandel med brukte motorvogner, unntatt motorsykler grupperes under: 45.1 Handel med motorvogner, unntatt motorsykler. Internettauksjoner og annen auksjonsvirksomhet utenom utsalgssted (detalj) grupperes under hhv.: 47.91 Postordrehandel og handel via Internett og 47.99 Detaljhandel utenom utsalgssted ellers. Pantelånervirksomhet grupperes under: 64.92 Annen kredittgiving"
"G.47.7.9.1","Butikkhandel med antikviteter","### Shortname: Butikkh. antikviteter"
"G.47.7.9.2","Butikkhandel med brukte klær","### Shortname: Butikkh. brukte klær"
"G.47.7.9.9","Butikkhandel med brukte varer ellers","### Shortname: Butikkh. brukte varer el.

### Notes:
Inkluderer: Omfatter brukte møbler og innbo, bøker m.m."
"G.47.8","Torghandel","### Shortname: Torghandel

### Notes:
Inkluderer: Omfatter detaljhandel med alle typer nye eller brukte varer fra normalt mobile utsalgssteder ved offentlig vei eller på et marked"
"G.47.8.1","Torghandel med næringsmidler, drikkevarer og tobakksvarer","### Shortname: Torgh. nær.midl./drikkev./tobakksv.

### Notes:
Ekskluderer: Detaljhandel med ferdigmat til umiddelbar konsumering fra mobile matboder grupperes under: 56.102 Drift av gatekjøkken"
"G.47.8.1.0","Torghandel med næringsmidler, drikkevarer og tobakksvarer","### Shortname: Torgh. nær.midl./drikkev./tobakksv

### Notes:
Ekskluderer: Detaljhandel med ferdigmat til umiddelbar konsumering fra mobile matboder grupperes under: 56.102 Drift av gatekjøkken"
"G.47.8.2","Torghandel med tekstiler, klær, skotøy og utstyrsvarer","### Shortname: Torgh. tekstiler, klær, skotøy m.m."
"G.47.8.2.0","Torghandel med tekstiler, klær, skotøy og utstyrsvarer","### Shortname: Torgh. tekstiler, klær, skotøy m.m."
"G.47.8.9","Torghandel med andre varer","### Shortname: Torgh. andre varer

### Notes:
Inkluderer: Omfatter detaljhandel med andre varer fra torg og markeder, f.eks. tepper, bøker, husholdningsapparater og forbrukerelektronikk og innspillinger av musikk og video"
"G.47.8.9.0","Torghandel med andre varer","### Shortname: Torghandel med andre varer

### Notes:
Inkluderer: Omfatter detaljhandel med andre varer fra torg og markeder, f.eks. tepper, bøker, husholdningsapparater og forbrukerelektronikk og innspillinger av musikk og video"
"G.47.9","Detaljhandel utenom utsalgssted","### Shortname: Detaljh. utenom utsalgssted

### Notes:
Inkluderer: Omfatter detaljhandel via postordrebutikker, Internett, dørsalg, salgsautomater mv."
"G.47.9.1","Postordrehandel og handel via Internett","### Shortname: Postordreh. og handel via Internett

### Notes:
Inkluderer: Ved detaljhandel i denne næringsgruppen gjør kjøperen valget sitt på grunnlag av annonser, kataloger, informasjon på Internett, modeller eller andre former for reklame. Kunden bestiller via brev, telefon eller Internett (normalt via Websider). Varene hentes enten direkte på Internett eller leveres fysisk til kunden. Omfatter detaljhandel med alle varetyper via postordre eller via Internett Inkluderer også: Omfatter også direkte salg via TV, radio og telefon og auksjonshandel på Internett Ekskluderer: Detaljhandel med motorvogner, reservedeler og utstyr til motorvogner via Internett grupperes under hhv.: 45.1 Handel med motorvogner, unntatt motorsykler og: 45.3 Handel med deler og utstyr til motorvogner, unntatt motorsykler. Detaljhandel med motorsykler, reservedeler og utstyr til motorsykler via Internett grupperes under: 45.402 Detaljhandel med motorsykler, deler og utstyr"
"G.47.9.1.1","Postordre-/Internetthandel med bredt vareutvalg","### Shortname: Postord.-/Internetth. br. vareutv."
"G.47.9.1.2","Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer","### Shortname: Postord.-/Internetth. tekstiler mv."
"G.47.9.1.3","Postordre-/Internetthandel med belysningsutstyr, kjøkkenutstyr, møbler og innredningsartikler","### Shortname: Postord.-/Internetth. møbler mv."
"G.47.9.1.4","Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter","### Shortname: Post.-/Internetth. el.hush.app. mv."
"G.47.9.1.5","Postordre-/internetthandel med bøker, papir, aviser og blader","### Shortname: Postord.-/Internetth. bøker mv."
"G.47.9.1.6","Postordre-/Internetthandel med IKT-utstyr","### Shortname: Postord.-/Internetth. IKT-utstyr"
"G.47.9.1.7","Postordre-/Internetthandel med helsekost","### Shortname: Postord.-/Internetth. helsekost"
"G.47.9.1.9","Postordre-/Internetthandel med annet spesialisert vareutvalg","### Shortname: Postord.-/Internetth. ellers"
"G.47.9.9","Detaljhandel utenom utsalgssted ellers","### Shortname: Detaljh. utenom utsalgssted el.

### Notes:
Inkluderer: Omfatter detaljhandel med alle varer og på alle måter som ikke er omfattet i de foregående næringsgrupper: ved direkte salg, dørsalg og via salgsautomater mv., direkte salg av brensel (fyringsolje, ved mv.), som leveres på kundens adresse, auksjonsvirksomhet utenom butikk (detalj, unntatt Internett) og detaljhandel via kommisjonærer utenom butikk"
"G.47.9.9.0","Detaljhandel utenom utsalgssted ellers","### Shortname: Detaljh. utenom utsalgssted el.

### Notes:
Inkluderer: Omfatter detaljhandel med alle varer og på alle måter som ikke er omfattet i de foregående næringsgrupper: ved direkte salg, dørsalg og via salgsautomater mv., direkte salg av brensel (fyringsolje, ved mv.), som leveres på kundens adresse, auksjonsvirksomhet utenom butikk (detalj, unntatt Internett) og detaljhandel via kommisjonærer utenom butikk"
"H","Transport og lagring","### Shortname: Transport og lagring

### Notes:
Inkluderer: Næringshovedområdet omfatter passasjer- og godstransport (med eller uten ruteplan) med jernbane, rørtransport, veitransport, skipsfart eller luftfart og tjenester i tilknytning til dette som transportsentraler, godsterminaler, parkeringsanlegg og lagerdrift mv. Næringsområdet omfatter også utleie av transportutstyr med sjåfør eller operatør. Post- og kurervirksomhet er også inkludert. Ekskluderer: Omfattende reparasjon eller ombygging av transportmidler, unntatt motorvogner grupperes under: 33.1 Reparasjon av metallvarer, maskiner og utstyr. Anlegg, vedlikehold og reparasjon av veier, jernbaner, havner og flyplasser grupperes under: 42 Anleggsvirksomhet. Vedlikehold og reparasjon av motorvogner grupperes under: 45.20 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler. Utleie av transportmidler uten sjåfør eller operatør grupperes under hhv.: 77.1 Utleie og leasing av motorvogner og: 77.3 Utleie og leasing av andre maskiner og utstyr"
"H.49","Landtransport og rørtransport","### Shortname: Landtransport og rørtransport

### Notes:
Inkluderer: Næringen omfatter vei- og jernbanetransport av passasjerer og gods samt rørtransport"
"H.49.1","Passasjertransport med jernbane","### Shortname: Passasjertransp. med jernbane"
"H.49.1.0","Passasjertransport med jernbane","### Shortname: Passasjertransp. med jernbane

### Notes:
Inkluderer: Omfatter passasjertransport med jernbane (fjerntrafikk) og drift av sovevogner og spisevogner som et ledd i driften av jernbaneselskaper Ekskluderer: Passasjertrafikk i by- og forstadsområder grupperes under: 49.31 Transport med rutebil og sporvei i by- og forstadsområde. Terminalvirksomhet (passasjerer) grupperes under: 52.211 Drift av gods- og transportsentraler. Tjenester tilknyttet jernbanetransport slik som pensing grupperes under: 52.219 Tjenester tilknyttet landtransport ellers. Drift av sovevogner og spisevogner som selvstendig virksomhet grupperes under hhv.: 55.90 Annen overnatting og: 56.101 Drift av restauranter og kafeer"
"H.49.1.0.0","Passasjertransport med jernbane","### Shortname: Passasjertransp. med jernbane

### Notes:
Inkluderer: Omfatter passasjertransport med jernbane (fjerntrafikk) og drift av sovevogner og spisevogner som et ledd i driften av jernbaneselskaper Ekskluderer: Passasjertrafikk i by- og forstadsområder grupperes under: 49.31 Transport med rutebil og sporvei i by- og forstadsområde. Terminalvirksomhet (passasjerer) grupperes under: 52.211 Drift av gods- og transportsentraler. Tjenester tilknyttet jernbanetransport slik som pensing grupperes under: 52.219 Tjenester tilknyttet landtransport ellers. Drift av sovevogner og spisevogner som selvstendig virksomhet grupperes under hhv.: 55.90 Annen overnatting og: 56.101 Drift av restauranter og kafeer"
"H.49.2","Godstransport med jernbane","### Shortname: Godstransp. med jernbane"
"H.49.2.0","Godstransport med jernbane","### Shortname: Godstransp. med jernbane

### Notes:
Inkluderer: Omfatter all godstransport med jernbane Ekskluderer: Lagringsvirksomhet grupperes under: 52.10 Lagring. Godsterminaler grupperes under: 52.211 Drift av gods- og transportsentraler. Behandling av gods grupperes under: 52.24 Lasting og lossing. Tjenester tilknyttet jernbanetransport slik som pensing grupperes under: 52.219 Tjenester tilknyttet landtransport ellers"
"H.49.2.0.0","Godstransport med jernbane","### Shortname: Godstransp. med jernbane

### Notes:
Inkluderer: Omfatter all godstransport med jernbane Ekskluderer: Lagringsvirksomhet grupperes under: 52.10 Lagring. Godsterminaler grupperes under: 52.211 Drift av gods- og transportsentraler. Behandling av gods grupperes under: 52.24 Lasting og lossing. Tjenester tilknyttet jernbanetransport slik som pensing grupperes under: 52.219 Tjenester tilknyttet landtransport ellers"
