organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"922557543","AAS BLIKK&VENTILASJON","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.911","Blikkenslagerarbeid på tak","","","","","","","false","","","","","","","","","","Vangen 4","MYSEN","1850","INDRE ØSTFOLD","3118","Norge","NO","2019-03-28","","false","2019-02-28","","922351864",""
"920875041","SMASHING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","81.210","Rengjøring av bygninger","","","","","","","true","","","","","","","","","","Vevring","NAUSTDAL","6817","SUNNFJORD","4647","Norge","NO","2018-05-22","","false","2018-03-07","","920854877",""
"821318602","NICOLAI SKOTNES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.451","Sauehold","","","","","","","false","","","","","","","","","","Bjånesøyvegen 127","STOREBØ","5392","AUSTEVOLL","4625","Norge","NO","2018-08-30","","false","2018-08-16","","921308019",""
"997674103","KIROPRAKTOR GRETE FUGLESANG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.909","Andre helsetjenester","","","","","","","false","","","","","","","","","","Hukenveien 7","ASKER","1383","ASKER","3203","Norge","NO","2011-12-01","","false","2006-01-01","","971259086",""
"930443913","MARTIN SÆTHER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.031","Selvstendig kunstnerisk virksomhet innen visuell kunst","","","","","","","true","","","","","","","","","","Hans Nielsen Hauges gate 15B","OSLO","0481","OSLO","0301","Norge","NO","2022-12-13","","false","2021-01-01","","993402923",""
"923281762","KJELLER GÅRD BK 01 BOLIGSAMEIE","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","Postboks 8944 Youngstorget","OSLO","0028","OSLO","0301","Norge","NO","Arbeidersamfunnets plass 1","OSLO","0181","OSLO","0301","Norge","NO","2019-09-04","","false","","","913299353",""
"912982858","FLØYTEN BEITELAG SA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.620","Tjenester tilknyttet husdyrhold","","","","","","","false","","","","","","","","","","Saksumdalsvegen 1025","LILLEHAMMER","2608","LILLEHAMMER","3405","Norge","NO","2013-12-20","","false","2012-01-01","","969544628",""
"985348014","LEGESENTERET 3 LEGER DA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.211","Allmenn legetjeneste","","","","","","","true","","","","","","","","","","St Olavs gate 28","TØNSBERG","3112","TØNSBERG","3905","Norge","NO","2003-02-04","","false","2003-01-02","","985288038",""
"932572397","PER M AANDAHL AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Reksundveien 341","AVERØY","6533","AVERØY","1554","Norge","NO","2023-12-05","","false","2023-11-16","","985288038",""
"920303099","HOFF OG KOLBU SKOLEKORPS","AAFY","Underenhet til ikke-næringsdrivende","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","","c/o Guro Bakke/nHoltevegen 1","LENA","2850","ØSTRE TOTEN","3442","Norge","NO","","","","","","","","2018-01-26","","false","","","975567451",""
"984429010","KEN ESPEN HØLMO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","49.410","Godstransport på vei","","","","","","","false","","","","","","","","","","","VÅGÅ","2680","VÅGÅ","3435","Norge","NO","2002-04-20","","false","2002-03-20","","984358016",""
"871781362","OLE MAGNAR SÆTHER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.320","Snekkerarbeid","","","","","","","true","","","","","","","","","","c/o Åshild Trosten/nFosseveien 3","TANA","9845","TANA","5628","Norge","NO","2007-11-01","","false","2006-01-01","","954946487",""
"872389962","SPAR AMFI OS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","28","","","","","","","","","Prestegardskogen 2","OS","5210","BJØRNAFJORDEN","4624","Norge","NO","1995-02-23","","false","1993-05-01","2008-10-01","954946487",""
"912092267","SPAR KRONSTADPARKEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","21","","","","","","","","","Bjørnsons gate 5","BERGEN","5059","BERGEN","4601","Norge","NO","2013-06-19","","false","2013-09-01","","954946487",""
"971657138","PREBENS BUSSREISER Preben Repstad","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","49.392","Turbiltransport","","","","","","","false","","","","","","","","","","Reddalsveien 122","GRIMSTAD","4886","GRIMSTAD","4202","Norge","NO","2008-05-24","","false","2008-05-01","","954946487",""
"971668792","SPAR FJØSANGER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","21","","","","","","","","","Fjøsangerveien 215","BERGEN","5073","BERGEN","4601","Norge","NO","1995-02-23","","false","1965-12-31","2020-09-01","954946487",""
"971699183","SPAR RONG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","17","","Postboks 3","RONG","5331","ØYGARDEN","4626","Norge","NO","Rongebua","RONG","5337","ØYGARDEN","4626","Norge","NO","1995-02-23","","false","1965-12-31","2015-01-01","954946487",""
"971723475","SPAR FLORØ","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","12","","","","","","","","","Strandgata 42","FLORØ","6905","KINN","4602","Norge","NO","1995-02-23","","false","1965-12-31","2009-07-01","954946487",""
"971738375","SPAR FOLLESE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","16","","Postboks 13","FOLLESE","5325","ASKØY","4627","Norge","NO","Follesevegen 267","FOLLESE","5303","ASKØY","4627","Norge","NO","1995-02-23","","false","1965-12-31","2011-04-01","954946487",""
"971764252","SPAR DALE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","15","","","","","","","","","Konsul Jebsensgata 10","DALEKVAM","5722","VAKSDAL","4628","Norge","NO","1995-02-23","","false","1965-12-31","2013-04-03","954946487",""
"971794623","SPAR HUSNES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","24","","","","","","","","","Sentrumsvegen 15","HUSNES","5460","KVINNHERAD","4617","Norge","NO","1995-02-23","","false","1965-12-31","2008-04-07","954946487",""
"971806966","SPAR EIKEVIKEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","13","","","","","","","","","Helleveien 141","BERGEN","5039","BERGEN","4601","Norge","NO","1995-02-23","","false","1967-07-01","2004-11-01","954946487",""
"971924624","EUROSPAR KROKANE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","48","","","","","","","","","Nybøvegen 36","FLORØ","6907","KINN","4602","Norge","NO","1995-02-23","","false","1978-09-05","2009-07-01","954946487",""
"971926201","SPAR KARENSFRYD","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","19","","","","","","","","","Frydenbølien 17","BERGEN","5056","BERGEN","4601","Norge","NO","1995-02-23","","false","1978-12-01","2022-05-01","954946487",""
"973161695","SPAR SKJOLDTUN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","14","","","","","","","","","Hjortevegen 2","RÅDAL","5236","BERGEN","4601","Norge","NO","1995-02-23","","false","1978-07-13","2005-01-01","954946487",""
"973239317","SPAR AURLAND","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","25","","Postboks 3","AURLAND","5741","AURLAND","4641","Norge","NO","Vangen 6B","AURLAND","5745","AURLAND","4641","Norge","NO","1995-02-23","","false","1965-12-31","2023-06-01","954946487",""
"973246828","GK-HB CONSULTING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","85.609","Andre tjenester tilknyttet undervisning","","","","","","","true","","www.gustavkaser.no","","","","","","","","Teksleåsen 1","SANDEFJORD","3231","SANDEFJORD","3907","Norge","NO","1995-02-22","","false","","","954946487",""
"974003805","SPAR ØYRANE TORG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","20","","","","","","","","","Ådnavegen 63","INDRE ARNA","5260","BERGEN","4601","Norge","NO","1995-02-23","","false","","2013-01-01","954946487",""
"980794008","STEINAR KJØRSVIK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.500","Kombinert husdyrhold og planteproduksjon","","","","","","","false","","","Ulriksborgveien 10","UTHAUG","7142","ØRLAND","5057","Norge","NO","Ulriksborg","UTHAUG","7142","ØRLAND","5057","Norge","NO","1999-12-08","","false","1999-08-01","","954946487",""
"995874520","SPAR ISDALSTØ","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","20","","","","","","","","","Lindåsvegen 145","ISDALSTØ","5916","ALVER","4631","Norge","NO","2010-08-30","","false","2010-10-02","","954946487",""
"996030385","ØSTBY MONTASJE Petter Østby","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.320","Snekkerarbeid","01.110","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster","","","","","false","","","","","","","","","","Bjørnebråteveien 104","LØKEN","1960","AURSKOG-HØLAND","3226","Norge","NO","2003-09-30","","false","2003-10-01","","954946487",""
"924129166","SLETTEBAKKEN SAMEIE","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","Postboks 7280","BERGEN","5020","BERGEN","4601","Norge","NO","Nygårdsgaten 13","BERGEN","5015","BERGEN","4601","Norge","NO","2019-12-13","","false","","","923186336",""
"926835327","KUNZT AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.034","Selvstendig kunstnerisk virksomhet innen litteratur","","","","","","","true","","","c/o Silje Sigurdsen/nFjordveien 6","OSLO","0139","OSLO","0301","Norge","NO","c/o Factory Tøyen/nKjølberggata 21","OSLO","0653","OSLO","0301","Norge","NO","2021-03-22","","false","2021-03-12","","926788329",""
"832563552","LV-INVEST AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Bergslia 117","HELL","7517","STJØRDAL","5035","Norge","NO","2023-12-04","","false","2023-10-30","","926788329",""
"986671684","NILS ANDREAS LIEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.110","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster","02.400","Tjenester tilknyttet skogbruk","","","","","false","","","","","","","","","","Liaveien 5","ANDEBU","3158","SANDEFJORD","3907","Norge","NO","2004-03-11","","false","2004-01-01","","986597727",""
"991820353","HARSTAD TANNHELSESENTER EVA-BRITTA THODE HANSEN AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.230","Tannhelsetjenester","","","","","","","true","","","","","","","","","","6. Divisjons gate 10","HARSTAD","9406","HARSTAD","5503","Norge","NO","2007-10-11","","false","2007-09-10","","991731547",""
"915616518","FJORDVEIEN BARNEHAGE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","88.911","Barnehager","","","","","","","true","43","www.fjordveienbarnehage.no","Postboks 528","HØVIK","1328","BÆRUM","3201","Norge","NO","Fjordveien 1","HØVIK","1363","BÆRUM","3201","Norge","NO","2015-07-02","","false","2015-07-01","2023-01-01","929793730",""
"918532544","ARKITEKT ERLING BERG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","71.112","Arkitekttjenester vedrørende byggverk","","","","","","","false","","www.erlingberg.com","","","","","","","","Dronningens gate 83","SARPSBORG","1723","SARPSBORG","3105","Norge","NO","2017-02-08","","false","2017-01-12","","918478620",""
"930844586","10. TRINN KJELLER SKOLE 2023/24","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Vibeke Therese Holmdahl/nVestengveien 15","KJELLER","2007","LILLESTRØM","3205","Norge","NO","2023-02-17","","false","2023-02-17","","930841501",""
"978128114","OLE NORDBYE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.110","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster","02.200","Avvirkning","","","","","false","","","","","","","","","","Nordbyalléen 31","VORMSUND","2160","NES","3228","Norge","NO","1997-06-18","","false","1982-06-15","","969287323",""
"912725103","COOP ØST SA AVD 2098 ROGNE BENSINSTASJON KORT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.300","Detaljhandel med drivstoff til motorvogner","","","","","","","false","","","Postboks 600","KOLBOTN","1411","NORDRE FOLLO","3207","Norge","NO","","ROGNE","2943","ØYSTRE SLIDRE","3453","Norge","NO","2013-11-21","","false","2007-01-01","2015-04-13","969287323",""
"915563023","HELLERUDLIA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","Postboks 323 Bragernes","DRAMMEN","3001","DRAMMEN","3301","Norge","NO","Grønland 67","DRAMMEN","3045","DRAMMEN","3301","Norge","NO","2015-06-20","","false","2015-05-20","","815552482",""
"983889816","SMILEY COMMUNICATIONS AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","61.900","Telekommunikasjon ellers","","","","","","","true","","","","","","","","","","c/o Sindre Strøm/nAndøysløyfen 105","KRISTIANSAND S","4623","KRISTIANSAND","4204","Norge","NO","2001-11-07","","false","2001-09-21","","815552482",""
"931323644","CNA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.101","Drift av restauranter og kafeer","","","","","","","true","5","","","","","","","","","Bygdinvegen 3738","BEITOSTØLEN","2953","ØYSTRE SLIDRE","3453","Norge","NO","2023-05-03","","false","2023-06-01","","931225189",""
"932507412","RANSEDOKKEN BJØRN WILHELM","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.410","Melkeproduksjon på storfe","","","","","","","false","","","","","","","","","","","GOL","3550","GOL","3324","Norge","NO","2023-11-23","","false","2023-01-07","","969089211",""
"921915535","HJE CONSULTING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","false","","","","","","","","","","c/o Hans Jakob Epland/nHasselåsen 30","ARENDAL","4844","ARENDAL","4203","Norge","NO","2018-12-19","","false","2017-01-01","","914393841",""
"921056508","TERMOGRAFITEKNIKK AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","71.200","Teknisk prøving og analyse","","","","","","","true","","","","","","","","","","Lysthusvegen 27","NOTODDEN","3676","NOTODDEN","4005","Norge","NO","2018-06-25","","false","2018-06-07","","914393841",""
"923942882","NERSKOGEN LØYPEFORENING","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","v/Trond Narve Stavne/nGrankollveien 59","RENNEBU","7391","RENNEBU","5022","Norge","NO","2019-11-26","","false","","","992491671",""
"916448104","CSV SHIPPING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","77.340","Utleie og leasing av sjøtransportmateriell","","","","","","","false","","","Postboks 8070","STAVANGER","4068","STAVANGER","1103","Norge","NO","Kanalsletta 8","STAVANGER","4033","SOLA","1124","Norge","NO","2015-12-17","","false","2014-01-01","","998407656",""
"929168704","SAFECROWD AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.020","Tjenester tilknyttet underholdningsvirksomhet","","","","","","","true","","","SAFECROWD AS/nv/Thomas Støyva Nerland/nHellig Olavs gate 39A","ÅLESUND","6006","ÅLESUND","1508","Norge","NO","Nedregårdsvegen 1","ÅLESUND","6010","ÅLESUND","1508","Norge","NO","2022-05-07","","false","2022-04-01","","929133331",""
"924515597","LOFOTEN STILLASUTLEIE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","77.320","Utleie og leasing av bygge- og anleggsmaskiner og -utstyr","","","","","","","false","","","","","","","","","","Vikingveien 499","BØSTAD","8360","VESTVÅGØY","1860","Norge","NO","2020-01-30","","false","2020-01-03","","924478918",""
"916887272","KNOWIT EXPERIENCE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","true","","www.knowit.no","","","","","","","","Universitetsgata 1","OSLO","0164","OSLO","0301","Norge","NO","2016-03-14","","false","2016-02-15","","916834926",""
"979395272","AMUNDSEN BIL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","45.112","Detaljhandel med biler og lette motorvogner, unntatt motorsykler","","","","","","","false","","","Ødegården 8","HØNEFOSS","3519","RINGERIKE","3305","Norge","NO","Ask","HØNEFOSS","3519","RINGERIKE","3305","Norge","NO","1997-11-18","","false","1997-07-01","","979264054",""
"911921421","BRATENG MASKIN AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.120","Grunnarbeid","","","","","","","true","","","Postboks 112","FAGERNES","2901","NORD-AURDAL","3451","Norge","NO","Garlivegen 305","LEIRA I VALDRES","2920","NORD-AURDAL","3451","Norge","NO","2013-05-08","","false","2013-05-01","","911884976",""
"920334768","HAUGALAND MALERSERVICE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.341","Malerarbeid","","","","","","","true","15","","","","","","","","","Salhusvegen 186","HAUGESUND","5538","HAUGESUND","1106","Norge","NO","2018-01-29","","false","2018-01-31","","920315828",""
"973627732","KJELSÅSLØKKA BOLIGSAMEIE","AAFY","Underenhet til ikke-næringsdrivende","97.000","Lønnet arbeid i private husholdninger","","","","","","","false","","www.usbl.no","c/o Boligbyggelaget Usbl/nPostboks 8944 Youngstorget","OSLO","0028","OSLO","0301","Norge","NO","Arbeidersamfunnets plass 1","OSLO","0181","OSLO","0301","Norge","NO","1995-02-22","","false","","","920315828",""
"915249280","MBG FLIS OG STEIN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.330","Gulvlegging og tapetsering","","","","","","","false","","","","","","","","","","Nilsabakken 2A","ÅLGÅRD","4330","GJESDAL","1122","Norge","NO","2015-04-16","","false","2015-04-01","","915207456",""
"927602989","DRANGEDAL BYGDEHAGE","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","c/o Synnøve Alice Kleven Bakken/nJuvassåsen 3","NESLANDSVATN","3760","DRANGEDAL","4016","Norge","NO","Heireks vei 4","DRANGEDAL","3750","DRANGEDAL","4016","Norge","NO","2021-08-27","","false","2021-08-27","","927602059",""
"978024343","STENHAUG BÆRGARTNERI","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.250","Dyrking av annen frukt som vokser på trær eller busker samt nøtter","","","","","","","false","","","","","","","","","","STENHAUG","UTSKARPEN","8725","RANA","1833","Norge","NO","1997-06-13","","false","1992-11-30","2008-12-31","969122928",""
"931913271","THEA RATH","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.905","Klinisk psykologtjeneste","","","","","","","false","","","","","","","","","","Eilert Sundts gate 40","OSLO","0355","OSLO","0301","Norge","NO","2023-08-17","","false","2023-07-31","","931796135",""
"919775041","ATIKKO AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.020","Tjenester tilknyttet underholdningsvirksomhet","","","","","","","true","8","","Postboks 325 Sentrum","OSLO","0103","OSLO","0301","Norge","NO","Stortorvet 9","OSLO","0155","OSLO","0301","Norge","NO","2017-10-23","","false","2017-09-08","","931796135",""
"978456774","ROY HELGE KVERME","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.410","Melkeproduksjon på storfe","01.460","Svinehold","","","","","false","","","","","","","","","","Sandve 22","BRUSAND","4363","HÅ","1119","Norge","NO","1997-07-08","","false","1970-09-23","2004-01-01","986337393",""
"926618024","VIK - MULTISERVICE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","96.090","Personlig tjenesteyting ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Votlavegen 226","HAUS","5286","OSTERØY","4630","Norge","NO","2021-02-17","","false","2021-01-10","","926436597",""
"994596055","DIAMOND LEADERS COACHING INVESTMENT","AAFY","Underenhet til ikke-næringsdrivende","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Kringsjåveien 116","LAKSEVÅG","5163","BERGEN","4601","Norge","NO","2023-05-27","","false","2023-05-27","","994550667",""
"929675134","ADR SIKKERHET AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","false","","","","","","","","","","Skippergata 24","SANDNES","4328","SANDNES","1108","Norge","NO","2022-08-23","","false","2022-08-15","","929661931",""
"927669714","VIBEKE ANDREASSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","85.510","Undervisning innen idrett og rekreasjon","","","","","","","false","","","","","","","","","","Fougstads gate 32","OSLO","0173","OSLO","0301","Norge","NO","2021-09-06","","false","2021-06-01","","927439220",""
"912067955","MUNERIS AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","false","","","","","","","","","","c/o Johan Fausa/nFjellgata 74","ÅLESUND","6007","ÅLESUND","1508","Norge","NO","2013-06-13","","false","2013-05-29","","912058166",""
"914239591","PINSEMENIGHETEN NORDVESTKIRKA","AAFY","Underenhet til ikke-næringsdrivende","94.910","Religiøse organisasjoner","","","","","","","true","","","Postboks 100","ELNESVÅGEN","6447","HUSTADVIKA","1579","Norge","NO","Urdavegen 31","ELNESVÅGEN","6440","HUSTADVIKA","1579","Norge","NO","2014-10-01","","false","","","975421694",""
"931907131","KIRKEFJERDINGEN SKOLE SFO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","88.913","Skolefritidsordninger","","","","","","","true","8","","Postboks 34","TRØGSTAD","1861","INDRE ØSTFOLD","3118","Norge","NO","Folkenborgveien 481","EIDSBERG","1880","INDRE ØSTFOLD","3118","Norge","NO","2005-01-06","","false","2004-01-01","2020-01-01","975421694",""
"971884630","VASSBAKK & STOL AS AVD SVEIO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.120","Grunnarbeid","","","","","","","true","23","","","","","","","","","Hinderlivegen 45","SVEIO","5550","SVEIO","4612","Norge","NO","1995-02-23","","false","1973-12-01","2013-02-02","975421694",""
"922453667","TOASTENS ORGANISASJON FOR ALLE STUDENTER TIL JERNETS ÆRE OG RIKET","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Gaustadalléen 23B","OSLO","0373","OSLO","0301","Norge","NO","2019-03-25","","false","","","920547230",""
"918845658","ARNES BLOMSTERVERDEN AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.761","Butikkhandel med blomster og planter","","","","","","","true","10","","","","","","","","","Gate 1 52","MÅLØY","6700","KINN","4602","Norge","NO","2017-04-10","","false","2017-03-15","","918777210",""
"973062603","GONZALO PONCE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","74.200","Fotografvirksomhet","","","","","","","false","","gonzaloponce.com","","","","","","","","Sandefjordgata 5G","OSLO","0464","OSLO","0301","Norge","NO","2022-03-29","","false","2022-02-17","","914829674",""
"973062611","GE HEALTHCARE AS AVD LINDESNES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","21.100","Produksjon av farmasøytiske råvarer","","","","","","","true","507","","","","","","","","","Lindesnesveien 208","LINDESNES","4521","LINDESNES","4205","Norge","NO","1995-02-23","","false","1975-01-01","","914829674",""
"988046507","MØ Øystein Haugerud","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.020","Tjenester tilknyttet underholdningsvirksomhet","","","","","","","false","","www.mooo.no","","","","","","","","Tangenveien 20","KROKKLEIVA","3531","HOLE","3310","Norge","NO","2005-03-30","","false","2005-03-01","","988026670",""
"995045893","MOTORUTLEIE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","77.110","Utleie og leasing av biler og andre lette motorvogner","","","","","","","false","","","","","","","","","","Lomsnesveien 136","AURSKOG","1930","AURSKOG-HØLAND","3226","Norge","NO","2010-01-19","","false","2010-01-01","","995003279",""
"920169139","BANDMAR MEDICAL AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","78.200","Utleie av arbeidskraft","","","","","","","false","","","","","","","","","","Sigrid Undsets veg 8","LILLEHAMMER","2615","LILLEHAMMER","3405","Norge","NO","2017-12-28","","false","2017-11-01","","920148581",""
"924194472","FAU RJUKAN UNGDOMSSKOLE","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Lars Erik Amundsen/nGyvingjordet 5","RJUKAN","3660","TINN","4026","Norge","NO","2019-12-14","","false","","","923973923",""
"926052950","TAEGAR MAJED","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","53.200","Andre post- og budtjenester","","","","","","","false","","","","","","","","","","Skjelfossveien 43","HOBØL","1827","INDRE ØSTFOLD","3118","Norge","NO","2020-11-28","","false","2020-10-26","","925939366",""
"928020800","CNI AMDAHL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","81.210","Rengjøring av bygninger","","","","","","","false","","","","","","","","","","Frederik Stangs gate 33","OSLO","0264","OSLO","0301","Norge","NO","2021-10-28","","false","2021-09-14","","827858102",""
"821390222","BLACK GOLD SOLUTIONS AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.630","Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet","","","","","","","true","","","","","","","","","","Bjaalands gate 22","STAVANGER","4016","STAVANGER","1103","Norge","NO","2018-09-12","","false","2018-09-12","","913996062",""
"996211630","SANDNESODDEN CAMPING","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","55.300","Drift av campingplasser","02.200","Avvirkning","","","","","false","","","","","","","","","","Fjonevegen 2267","TREUNGEN","3855","NISSEDAL","4030","Norge","NO","2010-11-22","","false","2010-11-18","","913996062",""
